?postURL;?datePost;?threadURL;?threadTitle;?parentThread;?contentPost;?creatorPost;?sexe;?age;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/douleur-mois-ivg-sujet_163540_1.htm#post_0>;"""2014-07-31""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/douleur-mois-ivg-sujet_163540_1.htm>;Douleur 1 mois après IVG;IVG;"Bonjour bonjour, Voilà j'ai fait une IVG il y a un moi. Et depuis 2 jours j'ai horriblement mal au ventre, mon ventre est tout dur, j'ai atrocement mal au jambe et lorsque je suis allongée ou assise j'ai des \""étirement\"" en bas du ventre, comme si l'ont me déchirait l'utérus pendant 5 secondes. J'ai aussi beaucoup de bouffé de chaleur! J'ai eu mon rdv de contrôle et tout est bien parti... Je n'ai pas encore eu mes règles, je ne m'inquiète pas parce qu'elles ne sont jamais régulière (cycle de 31 à 35 jours). Ce sont peut être des douleurs qui préviennent que mes règles vont arrivées non? Je me trompe peut être. Aidez moi stp ce sont des douleurs de règle mais fois 10000000 !!! Cela fait 2 jours que je ne peut pas bouger et que je hurle la mort à chaque fois que j'ai des étirement en bas du ventre. HELP Je voudrais si ces douleurs sont normales et s'il y a un problème ? Quelqu'un a déjà eu ce problème ? Merci de me venir en aide!";<http://club.doctissimo.fr/nina749/>;female;"""1995-05-02""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/sais-dois-garder-sujet_163620_1.htm#post_0>;"""2014-10-14""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/sais-dois-garder-sujet_163620_1.htm>;je ne sais pas si je dois le garder.;IVG;bonjour je suis maman de deux filles 6 ans et 20 mois. j'ai voulu un troisième enfant. Mon mari n'en a toujours voulu qu'un. Après réflexion il m'a dit on se donne quatre mois et on verra c que décide la nature. Car pour ma grande j'ai mis deux ans avant d'être enceinte et le deuxième j'ai fais une fausse couche avant d'être enceinte.bref. Et bien dès le première mois me voila enceinte..on y croit pas. Première écho dans trois semaines, seulement je doute de vraiment le vouloir finalement qu'il est là. Je suis perdu je me dis que finalement tous les quatre on est bien pourquoi j'en veux toujours plus. En plus il y les finances allons y arriver l'entreprise ou je travaille est en difficultés je ne sais pas comment va finir l'année alors au chômage non pas possible. Mon mari me dit que bah s'il faut il travaillera plus c'est pas le but déjà qu'il a des horaires décaler et qu'on le voit pas de la semaine. des travaux d'aménagement du coup à faire dans la maison. Mon mari à toujours voulu que j'ai ce que je veux et je sois heureuse, mais lui il voulait pas je l'écoute pas et là je m'en veux je ne sais pas. il me dit qu'il n'est pas trop tard pour arrêter mais que je dois faire le bon choix. je suis perdu je ne sais plus je suis bien avec mon mari et mes deux filles. je ne sais plus;<http://club.doctissimo.fr/galere035/>;female;"""1982-01-06""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/enceinte-copain-avorte-sujet_165850_1.htm#post_0>;"""2015-12-25""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/enceinte-copain-avorte-sujet_165850_1.htm>;Je suis enceinte et mon copain veut que j'avorte;IVG;Bonjour je suis enceinte de 6 semaines et j'ai 20 ans. Je suis avec mon copain depuis deux ans. J'ai déjà avorter par accident il y a deux ans avec ce même conjoint et je l'ai très mal vécu... J'ai le sentiment d'avoir tué... Bref ensuite j'ai pris une pilule contraceptive jusqu'à ce qu'on m'interdisse de prendre quoique ce soit aux hormones et mon conjoint était d'accord pour que je l'arrête vu que cela nuissai à ma santé... du coup préservatifs puis monsieur disait que les capotes sa le gavé donc j'ai proposé les spermicides et à chaque fois que je disais que je voulais en mettre un il me disait qu'il allait se retenir alors qu'il se lâcher à chaque fois... Puis jen ai mis sans lui dire et il l'a découvert et m'a engueuler car je l'avais pas consulter pour mettre la contraception... Évidemment je suis tombée enceinte... Et quand il a su il m'a dis c'est le bébé ou moi et n'en veut absolument pas... Il dit que je l'ai piégé etc... Je ne sais que faire... Il a 25 ans;<http://club.doctissimo.fr/lylou8319/>;female;"""1995-09-19""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/ivg-17-sujet_161836_1.htm#post_0>;"""2012-07-29""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/ivg-17-sujet_161836_1.htm>;IVG à 17 ans ?;IVG;Bonjour à tous ! Voilà mon soucis. Je pense être enceinte d'environ trois semaines même si je n'ai pas eu de symptômes mis à part un retard de règles de 3 jours et un léger gonflement du ventre. J'ai eu un rapport à risque le 5 Juillet il me semble (bien que mon copain n'ait pas éjaculé) et la date de mes dernières règles remonte au 28 Juin. _J'ai 17 ans et je voudrais savoir comment se passe l'IVG médicamenteuse? (car si je suis enceinte, je ne veux pas garder l'enfant, je préfère continuer mes études.) _J'aimerais savoir aussi quels sont les délais entre le premier rendez-vous au planning pour faire le test et la prise du médicament. Faut-il être accompagné d'un adulte et si oui la présence de mon petit-ami (18ans) ferait-elle l'affaire?. _Et aussi jusqu'à combien de semaines peut-on pratiquer une IVG médicamenteuse? Merci pour vos réponses, tout cela me fait beaucoup angoisser et désolée si mes questions sont nombreuses !  ;<http://club.doctissimo.fr/ayae56/>;female;"""1995-04-09""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/obligee-avorter-soutien-sujet_161785_1.htm#post_0>;"""2012-07-12""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/obligee-avorter-soutien-sujet_161785_1.htm>;Obligée de me faire avorter... Besoin de soutien;IVG;"Salut les filles... Il y a quelques jours, j'achète un test de grossesse, je n'y croyais pas, et je découvre qu'il est +++. Je me suis sentie heureuse, déjà attachée à ce petit bout, convaincue que j'allais le garder. Le problème réside dans mon âge, 17 ans, je suis prête a avoir un enfant, je le désire plus que tout mais les réactions de mes proches et de mon petit ami, qui ont fait semblant de me laisser décider pour finalement me pousser au fond du trou, ne m'ont pas vraiment laissé le choix. J'aime ce bébé ( oui je sais c'est encore un embryon, mais c'est mon bébé!) mais même en me défonçant au travail, je ne pourrai pas lui offrir une belle vie sans le soutien financier de ma famille, je n'ai donc pas le choix. Après des nuits à pleurer, j'ai pris ma décision, rdv gygy mercredi... Et les réactions qu'ont me fait c'est \"" je suis content, ça me fait plaisir...\"" Je me sens seule, pleine de haine , incomprise, je sais que ma vie sera gachée... Mais je ne peux pas faire autrement. En plus, le gygy pense que j'ai une endométriose, cette grossesse était pour moi un cadeau.. Si certaines ont été dans mon cas... Merci d'avoir pris le temps de me lire.";<http://club.doctissimo.fr/clemichou/>;female;"""1995-02-10""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/resultats-test-grossesse-sujet_165855_1.htm#post_0>;"""2015-12-28""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/resultats-test-grossesse-sujet_165855_1.htm>;Resultats test de grossesse;IVG;J'ai les résultats d'un test de grossesse en prise de sang que je ne comprend pas. Est ce que quelqu'un pourrait venir par message privé pour m'aider a le comprendre. C'est vraiment urgent... ! Merci !;<http://club.doctissimo.fr/marielxx/>;female;"""1996-01-12""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/sujet_158217_1.htm#post_0>;"""2010-02-21""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/sujet_158217_1.htm>;que faire;IVG;bonjour je m'apelle mélodie, j'ai 19ans , sa fait 2ans que je suis avec mon copain , je vis toujours chez ma mere en attendant de trouver un nouvel emploi.Mon copain vient souvent chez ma mere . Seulement j'ai aretté ma pillule mardi et je n'ai toujours pas mes regles , j'ai de gros sauts d'humeur mais j'ai très soif, j'ai chaud, je pue,...bref comme si mes regles arrivais mais j'ai aussi très mal au ventre et j'ai vraiment très peur d'etre enceinte car je suis trop jeune, je n'ai pas de situation stable é surtout je ne suis pas fan des enfants .en meme temps quand je stress mes regles sont en retard et j'ai pris du poids. mon dernier rapport sexuel remonte maintenant a environ 2 semaine et je voudrais savoir a partir de combien de temps de grossesse l'avortement est medicamenteux. j'ai regardé les symptomes de la grossesse mais je n'ai rien de tout sa mais ce qui me fais le plus peur c'est que ma mere a su quelle était enceinte de mon frere après 6mois de grossesse et il n'etait pa desiré ,de plus il c'etait logé le long de sa colonne vertebrale. j'ai vraiment besoine de vos avis, de vos coseils par rapport a l'avortement , l'effet que sa fait, comment sa ce passe etc...j'espere avoir des reponses...merci d'avance mélodie;<http://club.doctissimo.fr/ether411/>;female;"""1991-07-06""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/17ans-appel-aide-sujet_162778_1.htm#post_0>;"""2013-06-29""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/17ans-appel-aide-sujet_162778_1.htm>;Un bébé a 17ans, appel a l'aide! SOS;IVG;Bonjour! Déjà j'voudrais dire que je pensais vraiment pas que ça m'arriverais. J'en suis même pas sur en fait! Et j'ai le ventre noué. Mon problème c'est que je crois être enceinte. J'ai mes règles, aucun symptôme particulier d'une femme enceinte mais avec mon copain (on est ensemble depuis 7mois) on a eu pas mal de rapport a risques! J'en suis quasiment sûre! Le problème c'est que je suis au bresil pour 1mois et demi. Je pourrais jamais me faire avorter! J'suis vraiment impuissante, j'ai pas le choix! C'est super angoissant.. Faudrai que je fasse un test mais je sais pas trop a qui parler de ça.. Cette éventuelle grossesse va bouleverser tout mes projet de vie! Mes parents vont être extrêmement déçu, mon copain va très certainement me quitter et le pire de tout, je ne pourrais pas offrir a mon enfant une belle vie.. Ça va être extrêmement dur! Comment j'vais pouvoir m'en sortir! Je ne peux pas faire naître un enfant dans mon cadre de vie, je suis extrêmement immature et pas du tout responsable! Et le faire adopter sous x, c'est inanvisagable.. Mon bébé ne saura jamais qui je suis! Je suis perdue, j'ai peur, je suis seule dans ce caca.. Aidez moi!;<http://club.doctissimo.fr/sarabemy/>;female;"""1996-02-24""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/chances-sois-enceinte-sujet_164035_1.htm#post_0>;"""2015-06-06""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/chances-sois-enceinte-sujet_164035_1.htm>;Y a-t-il des chances que je sois enceinte?;IVG;Bonjour, J'ai 17 ans & j'ai eu un rapport à risque au alentours du 22 avril... Je suis sous pillule depuis 3 ans (Yaz) mais je me demande quand même si je ne suis pas enceinte? J'ai eu mes règles comme d'habitude peu de temps après mon rapport à risque mais en ce qui concerne les suivantes je l'ai eu moins longtemps et moins abondantes que d'habitude. Depuis, il m'est arrivé d'avoir des nausées, des douleurs au seins et de légères douleurs au bas ventre également. Y a-t-il des chances que je sois enceinte ou suis-je juste en train de psychoter?;<http://club.doctissimo.fr/petitepanda1998/>;female;"""1998-04-05""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/chirurgicale-effectuee-fevrier-sujet_158241_1.htm#post_0>;"""2010-02-26""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/chirurgicale-effectuee-fevrier-sujet_158241_1.htm>;ivg chirurgicale effectuee le 24 fevrier;IVG;j'ai 36 ans et 2 enfants, fille et garcon de 4 a 7 ans. j'ai finalement pris la decision d'interrompre ma grossesse, a 8 sa. nous ne pouvions pas accueillir un autre bb, je suis au chomage, maison beaucoup trop petite. jai subi une ivg il y'a 2 jours, le 24 fevrier. c'est ma 3eme ivg.je sais c'est enorme enorme. la 1er ivg, c'etait il y'a 5ans, la 2eme il y'a 2ans. la 3eme, n'aurait jamais du arriver.je suis impardonnable, je le sais, mais je vais me faire poser un sterilet. tout de suite apres l'intervention, j'ai saigne comme des regles , quelques heures, le jour suivant rien, et aujourd'hui aussi pas de saignement,  (enfin la journee vient de commencer.) est-ce que c'est normal?? je voulais vous dire que moralement ca va, pas de remords, nous avons pris la bonne decision,   je vais essayer de ne pas trop y penser, je vais m'occuper, essayer de trouver un boulot, m'occuper encore plus de mes enfants que j'adore.....;<http://club.doctissimo.fr/yaniv/>;male;"""1984-08-10""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/ivg-ratee-sequelles-sujet_162307_1.htm#post_0>;"""2013-01-17""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/ivg-ratee-sequelles-sujet_162307_1.htm>;IVG ratée? Quelles séquelles?;IVG;"Bonjour à toutes, tous. J'écris ce post parce que je suis face à une situation difficile et j'ai besoin d'aide. Voilà, j'ai subie une IVG le 10 décembre, par voie médicamenteuse. J'étais enceinte d'un mois.Pas de jugement hâtif s'il vous plait, lui et moi nous nous protégions pendant les rapports mais je ne peux pas prendre la pilule car j'ai un passé médical lourd et les traitements hormonaux sont trop lourd pour moi. Enfin bref, le fait est que j'étais enceinte et célibataire, donc pas de possibilité de garder le bébé. De plus, le père était farouchement contre cette idée. Nous étions tous les deux en période d'éxamens, alors j'ai choisie l'avortement médicamenteux pour que se soit plus rapide car le \""père\"" était vraiment mal. Ma gynéco connaissant mon passé me l'avait fortement déconseillé et nous a fait signé une décharge de responsabilité au cas où l'avortement entrainerait des complications sur ma santé. Bref, la première pilule prise, je l'assimile mais le lendemain je vomis énormément et me tord de douleur. Déterminée je n'arrête pas et prend la deuxième pilule. Les saignements commencent et j'ai l'impression d'avoir évacué l'oeuf... J'ai énormément de saignements, ce qui inquiète mon médecin et ma gynéco... Mais au final tout se remet en place plus ou moins bien. Puis viens l'écho de contrôle. La gynéco dit qu'elle est anormale car elle arrive pas à discerner correctement si l'oeuf est bien parti ou non. Maintenant elle me dit d'attendre un peu mes règles et de voir si tout se passe bien. Seulement, voilà on est le 17 et je n'ai toujours rien... Les nausées ont plus ou moins continuées, et j'ai souvent très souvent mal au niveau du ventre. Les symptômes de la grossesse sont toujours là et j'ai peur que l'IVG est raté... Est-ce possible? Que faire ensuite? Je suis seule face à cette situtation et j'ai besoin d'aide et de conseils. Merci";<http://club.doctissimo.fr/r0cketgirl/>;female;"""1993-05-25""^^<http://www.w3.org/2001/XMLSchema#date>";;;
